biodiversity_0001	0.58360807
biodiversity_0002	0.57082615
biodiversity_0005	0.85065223
biodiversity_0006	0.81512573
biodiversity_0007	3.25849988
biodiversity_0012	0.50000808
biodiversity_0016	0.72117540
biodiversity_0017	0.55780164
biodiversity_0018	0.50000521
biodiversity_0019	0.54142532
biodiversity_0021	1.90606448
biodiversity_0022	1.06548981
biodiversity_0024	0.83329303
biodiversity_0025	0.50000472
biodiversity_0027	1.18661258
biodiversity_0028	0.90121887
biodiversity_0029	0.50000458
biodiversity_0030	0.50000486
biodiversity_0031	0.56010620
biodiversity_0032	0.67260751
biodiversity_0034	0.60869863
biodiversity_0035	0.61881903
biodiversity_0037	0.50000327
biodiversity_0038	0.50000332
biodiversity_0039	0.50000279
biodiversity_0040	0.50000269
biodiversity_0042	0.50000293
biodiversity_0043	0.59047111
biodiversity_0045	0.50001351
biodiversity_0047	0.91108232
biodiversity_0049	0.88229053
biodiversity_0050	1.00826385
biodiversity_0051	0.73533180
biodiversity_0052	0.77991653
biodiversity_0053	1.67444848
biodiversity_0054	2.98182733
biodiversity_0055	3.67331709
biodiversity_0056	3.67331709
biodiversity_0057	1.43217821
biodiversity_0060	0.55985040
biodiversity_0064	0.73680651
biodiversity_0065	0.61756963
biodiversity_0066	0.63719329
biodiversity_0068	0.68097416
biodiversity_0069	0.79754381
biodiversity_0070	0.73486604
biodiversity_0071	0.50000255
biodiversity_0075	0.87230238
biodiversity_0076	0.50013451
biodiversity_0079	0.52161744
biodiversity_0080	0.60295395
biodiversity_0082	0.50000332
biodiversity_0083	0.50000323
biodiversity_0085	0.50000281
biodiversity_0087	0.50000303
biodiversity_0088	0.50000310
biodiversity_0089	0.57129809
biodiversity_0091	0.66427533
biodiversity_0092	0.81971884
biodiversity_0094	1.02000835
biodiversity_0095	0.90856005
biodiversity_0099	0.78399272
biodiversity_0100	0.96628842
biodiversity_0103	3.67331709
biodiversity_0104	3.67331709
biodiversity_0105	0.90300112
biodiversity_0107	0.59083239
biodiversity_0109	0.72134400
biodiversity_0110	1.10054470
biodiversity_0111	0.90270741
biodiversity_0115	0.57610979
biodiversity_0116	0.64491491
biodiversity_0117	0.61106747
biodiversity_0119	0.51392934
biodiversity_0120	0.68260524
biodiversity_0121	1.26655458
biodiversity_0122	0.99374992
biodiversity_0123	0.81062734
biodiversity_0124	0.93013439
biodiversity_0126	0.53428426
biodiversity_0128	0.62455626
biodiversity_0129	0.52299294
biodiversity_0130	0.50000269
biodiversity_0131	0.50000253
biodiversity_0134	0.50000253
biodiversity_0136	0.57842493
biodiversity_0137	0.60115064
biodiversity_0138	0.61959725
biodiversity_0141	0.74470033
biodiversity_0142	0.65181515
biodiversity_0143	0.55880217
biodiversity_0145	0.50000280
biodiversity_0146	0.64817465
biodiversity_0147	0.88015746
biodiversity_0148	0.80853153
biodiversity_0150	2.60059353
biodiversity_0152	0.76500224
biodiversity_0153	0.57463071
biodiversity_0154	0.61089035
biodiversity_0155	0.54756899
biodiversity_0156	0.52719274
biodiversity_0158	0.78928127
biodiversity_0159	0.62775584
biodiversity_0160	0.52954431
biodiversity_0162	0.65637000
biodiversity_0163	0.71236300
biodiversity_0166	0.53384868
biodiversity_0172	0.72904232
biodiversity_0173	1.23124842
biodiversity_0174	1.13835464
biodiversity_0176	0.55969710
biodiversity_0177	0.50000275
biodiversity_0178	0.50000253
biodiversity_0179	0.50000253
biodiversity_0180	0.50001441
biodiversity_0182	0.57722760
biodiversity_0184	0.63974796
biodiversity_0185	0.75534021
biodiversity_0186	1.15629170
biodiversity_0187	0.72581576
biodiversity_0188	0.56578016
biodiversity_0191	0.50000255
biodiversity_0194	1.22319951
biodiversity_0195	0.94785140
biodiversity_0196	1.36431244
biodiversity_0198	0.72528769
biodiversity_0199	0.68072459
biodiversity_0200	0.67674741
biodiversity_0202	0.57035382
biodiversity_0205	0.64307943
biodiversity_0206	0.58963489
biodiversity_0207	0.52055005
biodiversity_0210	0.63260303
biodiversity_0211	0.65918543
biodiversity_0212	0.64170409
biodiversity_0213	0.54041624
biodiversity_0214	0.59449510
biodiversity_0215	0.64678640
biodiversity_0217	0.74189121
biodiversity_0218	0.79418714
biodiversity_0220	1.32643306
biodiversity_0221	1.09674425
biodiversity_0222	0.73204472
biodiversity_0223	0.61736334
biodiversity_0224	0.62883338
biodiversity_0225	0.56252280
biodiversity_0228	1.69284220
biodiversity_0229	1.79135019
biodiversity_0230	1.09852060
biodiversity_0231	0.81278367
biodiversity_0232	0.94276213
biodiversity_0233	1.48753542
biodiversity_0234	1.08745181
biodiversity_0235	0.75689743
biodiversity_0237	0.50563364
biodiversity_0240	1.05993907
biodiversity_0242	1.08883494
biodiversity_0243	1.48742293
biodiversity_0245	0.90039268
biodiversity_0246	0.69777262
biodiversity_0247	0.67527090
biodiversity_0248	0.68396409
biodiversity_0249	0.67178764
biodiversity_0251	0.53407065
biodiversity_0252	0.52862042
biodiversity_0253	0.52571339
biodiversity_0255	0.50000285
biodiversity_0256	0.50000295
biodiversity_0257	0.50000255
biodiversity_0260	0.51973238
biodiversity_0262	1.13851613
biodiversity_0264	0.77835282
biodiversity_0266	0.52763779
biodiversity_0268	0.53546428
biodiversity_0269	0.52744211
biodiversity_0271	0.90271518
biodiversity_0272	1.06125554
biodiversity_0273	1.07879794
biodiversity_0274	1.13491961
biodiversity_0278	0.75314837
biodiversity_0280	0.98597699
biodiversity_0281	0.90286964
biodiversity_0283	0.53529162
biodiversity_0284	0.50496251
biodiversity_0285	0.52106178
biodiversity_0286	0.53066294
biodiversity_0287	0.76461365
biodiversity_0290	0.93151393
biodiversity_0291	1.79656844
biodiversity_0296	2.41481682
biodiversity_0299	0.50000296
biodiversity_0302	0.50031570
biodiversity_0306	0.91958228
biodiversity_0307	0.56934784
biodiversity_0308	0.51412902
biodiversity_0309	1.22103891
biodiversity_0310	1.34612982
biodiversity_0312	0.74590960
biodiversity_0315	0.91340875
biodiversity_0316	0.87428125
biodiversity_0317	1.19719235
biodiversity_0318	1.28600437
biodiversity_0319	2.10920827
biodiversity_0320	2.49924590
biodiversity_0321	1.09330430
biodiversity_0323	0.50000381
biodiversity_0324	0.50230563
biodiversity_0325	0.57476839
biodiversity_0329	0.51112364
biodiversity_0332	0.52639566
biodiversity_0333	0.76130439
biodiversity_0334	1.11265261
biodiversity_0337	1.35917940
biodiversity_0338	3.02536993
biodiversity_0340	2.59625199
biodiversity_0341	3.24096780
biodiversity_0343	2.22416440
biodiversity_0351	0.50000253
biodiversity_0354	0.85360121
biodiversity_0357	1.03253002
biodiversity_0358	0.68937405
biodiversity_0361	1.87881189
biodiversity_0362	1.14207157
biodiversity_0363	0.82733781
biodiversity_0364	1.33836004
biodiversity_0365	1.85024147
biodiversity_0368	0.96891299
biodiversity_0370	0.50000340
biodiversity_0371	0.76348367
biodiversity_0374	0.75978587
biodiversity_0375	0.74594543
biodiversity_0376	0.75849976
biodiversity_0377	0.79788418
biodiversity_0378	0.79296733
biodiversity_0379	0.87824571
biodiversity_0380	1.16795294
biodiversity_0381	1.52346102
biodiversity_0385	3.67331709
biodiversity_0388	1.91722466
biodiversity_0389	1.27067399
biodiversity_0391	0.76541969
biodiversity_0393	0.50000281
biodiversity_0394	0.50000253
biodiversity_0395	0.50000253
biodiversity_0396	0.54874291
biodiversity_0398	0.52402228
biodiversity_0399	0.66506389
biodiversity_0401	0.88261189
biodiversity_0404	0.76532236
biodiversity_0405	0.66149889
biodiversity_0406	0.60620107
biodiversity_0411	0.64266428
biodiversity_0412	1.08330958
biodiversity_0415	0.85420628
biodiversity_0417	0.50000282
biodiversity_0419	1.02082841
biodiversity_0422	0.63104810
biodiversity_0424	1.99251502
biodiversity_0426	1.14751728
biodiversity_0427	0.83437346
biodiversity_0428	0.86470462
biodiversity_0429	0.83209714
biodiversity_0430	0.87510650
biodiversity_0433	3.67331709
biodiversity_0436	1.57388614
biodiversity_0437	1.31405106
biodiversity_0438	0.80776490
biodiversity_0439	0.60087595
biodiversity_0440	0.50000264
biodiversity_0441	0.50000271
biodiversity_0442	0.50000263
biodiversity_0443	0.80235361
biodiversity_0448	0.61948763
biodiversity_0449	0.50000253
biodiversity_0451	1.09600730
biodiversity_0452	2.80565377
biodiversity_0453	1.75298472
biodiversity_0455	1.13342837
biodiversity_0456	0.66162460
biodiversity_0457	0.51382095
biodiversity_0458	0.50000859
biodiversity_0459	0.50000273
biodiversity_0462	0.76766514
biodiversity_0463	0.54451924
biodiversity_0465	1.10023435
biodiversity_0466	1.17584359
biodiversity_0469	0.51738060
biodiversity_0470	1.09232519
biodiversity_0472	1.52049438
biodiversity_0473	0.69455915
biodiversity_0475	0.53624134
biodiversity_0478	3.02166717
biodiversity_0480	3.55920487
biodiversity_0481	1.23844593
biodiversity_0482	0.95840171
biodiversity_0483	1.36044140
biodiversity_0485	0.64943945
biodiversity_0486	0.58768957
biodiversity_0492	0.77805498
biodiversity_0493	0.91747787
biodiversity_0495	0.50981423
biodiversity_0496	0.68051446
biodiversity_0497	0.86392824
biodiversity_0499	3.67331709
biodiversity_0500	2.27359556
biodiversity_0501	1.04094522
biodiversity_0502	0.84885729
biodiversity_0503	0.59158588
biodiversity_0507	0.50000311
biodiversity_0508	1.18816723
biodiversity_0509	1.89846525
biodiversity_0512	3.67331709
biodiversity_0514	1.20944402
biodiversity_0515	0.51669842
biodiversity_0516	0.55986757
biodiversity_0518	0.83122278
biodiversity_0522	0.51366894
biodiversity_0523	0.69901476
biodiversity_0524	1.15761350
biodiversity_0525	3.44772675
biodiversity_0527	2.45729628
biodiversity_0529	0.52542188
biodiversity_0532	0.80212319
biodiversity_0536	1.12410493
biodiversity_0537	1.45315323
biodiversity_0540	0.87271124
biodiversity_0542	0.60058823
biodiversity_0543	1.14039314
biodiversity_0545	2.82936917
biodiversity_0546	3.67331709
biodiversity_0547	3.67331709
biodiversity_0548	0.94556098
biodiversity_0549	0.64258899
biodiversity_0554	0.51320027
biodiversity_0555	1.75522357
biodiversity_0558	0.50000489
biodiversity_0562	0.54658822
biodiversity_0564	0.58121074
biodiversity_0565	0.56842853
biodiversity_0566	0.50904756
biodiversity_0567	0.50000321
biodiversity_0568	0.50000291
biodiversity_0569	0.52880908
biodiversity_0571	3.28595105
biodiversity_0574	1.37868207
biodiversity_0575	0.51177556
biodiversity_0577	0.50000313
biodiversity_0579	1.23371074
biodiversity_0580	2.18498772
biodiversity_0581	1.78810613
biodiversity_0583	1.05154825
biodiversity_0584	0.79913236
biodiversity_0587	0.83627192
biodiversity_0591	1.54568807
biodiversity_0592	1.77298894
biodiversity_0594	1.47809268
biodiversity_0595	0.72934656
biodiversity_0600	0.55136436
biodiversity_0601	0.51206483
biodiversity_0602	1.26325573
biodiversity_0604	1.12603372
biodiversity_0605	0.59912554
biodiversity_0607	0.92764932
biodiversity_0608	0.63023447
biodiversity_0609	0.65465802
biodiversity_0610	1.14628978
biodiversity_0611	0.52348914
biodiversity_0612	0.52796578
biodiversity_0613	0.50896339
biodiversity_0614	0.50000283
biodiversity_0615	0.53223248
biodiversity_0616	0.91772554
biodiversity_0620	1.26152776
biodiversity_0621	1.08514884
biodiversity_0623	0.56982011
biodiversity_0624	0.57590494
biodiversity_0626	1.79256049
biodiversity_0627	1.77374083
biodiversity_0629	0.56187833
biodiversity_0632	0.55524693
biodiversity_0633	0.55320969
biodiversity_0636	3.43741253
biodiversity_0637	0.73070149
biodiversity_0639	3.43006745
biodiversity_0642	0.93025681
biodiversity_0644	0.50255515
biodiversity_0645	0.52800922
biodiversity_0646	0.65409611
biodiversity_0649	1.24189166
biodiversity_0650	1.14498396
biodiversity_0652	0.63058458
biodiversity_0653	0.61301521
biodiversity_0655	0.64895178
biodiversity_0656	0.91899013
biodiversity_0657	1.22427627
biodiversity_0660	0.57735098
biodiversity_0661	0.78049482
biodiversity_0664	0.94667701
biodiversity_0666	0.91249004
biodiversity_0669	0.68480649
biodiversity_0670	0.57273378
biodiversity_0671	0.57874710
biodiversity_0672	0.76532323
biodiversity_0674	1.02236422
biodiversity_0675	0.55742637
biodiversity_0676	0.54644578
biodiversity_0677	0.52036671
biodiversity_0678	0.59663242
biodiversity_0680	0.51547438
biodiversity_0682	3.46262817
biodiversity_0683	2.41987161
biodiversity_0684	0.71050616
biodiversity_0685	2.22265010
biodiversity_0686	3.67331709
biodiversity_0687	3.67331709
biodiversity_0690	0.76233973
biodiversity_0692	0.52926414
biodiversity_0695	0.82716766
biodiversity_0696	1.46327629
biodiversity_0697	1.07531683
biodiversity_0702	0.69876018
biodiversity_0704	0.69482507
biodiversity_0705	0.52698940
biodiversity_0708	1.01139715
biodiversity_0710	0.55769499
biodiversity_0712	0.96885290
biodiversity_0716	0.50000339
biodiversity_0717	0.56489952
biodiversity_0718	0.53795273
biodiversity_0719	0.51415953
biodiversity_0720	0.55480973
biodiversity_0722	0.59824519
biodiversity_0723	0.53514710
biodiversity_0725	0.56395817
biodiversity_0726	0.55306213
biodiversity_0727	0.50000338
biodiversity_0728	1.28097861
biodiversity_0729	3.67331709
biodiversity_0731	1.14171735
biodiversity_0732	3.07066560
biodiversity_0733	3.67331709
biodiversity_0735	3.67331709
biodiversity_0737	0.63265817
biodiversity_0738	0.51014017
biodiversity_0742	0.58425150
biodiversity_0743	1.13022558
biodiversity_0745	0.86048003
biodiversity_0747	0.50000253
biodiversity_0749	0.54769110
biodiversity_0750	0.54877647
biodiversity_0751	0.50479599
biodiversity_0752	1.15864145
biodiversity_0753	0.66241409
biodiversity_0756	0.56157736
biodiversity_0758	0.51237733
biodiversity_0759	0.75459345
biodiversity_0760	0.71484330
biodiversity_0761	0.50000253
biodiversity_0763	0.50000283
biodiversity_0765	0.81123818
biodiversity_0766	1.09866567
biodiversity_0768	0.54259786
biodiversity_0769	0.55664639
biodiversity_0770	0.50000303
biodiversity_0771	0.52056020
biodiversity_0772	0.78805835
biodiversity_0774	1.12327055
biodiversity_0775	0.84934514
biodiversity_0776	3.16603129
biodiversity_0777	3.67331709
biodiversity_0778	1.53785150
biodiversity_0780	3.67331709
biodiversity_0781	3.27007340
biodiversity_0782	3.67331709
biodiversity_0783	2.50215801
biodiversity_0784	1.52610975
biodiversity_0785	0.84487499
biodiversity_0786	0.54303376
biodiversity_0787	0.54516732
biodiversity_0788	0.51209738
biodiversity_0789	0.50000264
biodiversity_0792	0.77185991
biodiversity_0794	0.50000254
biodiversity_0795	0.52082398
biodiversity_0796	0.63556717
biodiversity_0798	0.51477675
biodiversity_0799	1.20541888
biodiversity_0800	0.60092340
biodiversity_0801	0.50484133
biodiversity_0802	0.50000253
biodiversity_0805	0.53569548
biodiversity_0806	0.62475485
biodiversity_0807	0.56004453
biodiversity_0808	0.50000253
biodiversity_0810	0.50000272
biodiversity_0812	0.91063899
biodiversity_0815	0.52568536
biodiversity_0817	0.50000253
biodiversity_0818	0.50362986
biodiversity_0819	1.71514593
biodiversity_0820	3.67331709
biodiversity_0821	3.03169187
biodiversity_0822	0.76649685
biodiversity_0825	0.83154830
biodiversity_0826	0.93969488
biodiversity_0830	1.51754866
biodiversity_0831	2.28001111
biodiversity_0832	0.93432661
biodiversity_0833	0.50000319
biodiversity_0834	0.50000303
biodiversity_0836	0.51296456
biodiversity_0838	1.32901368
biodiversity_0839	0.96155108
biodiversity_0840	0.57226521
biodiversity_0841	0.70145463
biodiversity_0842	0.94868257
biodiversity_0844	0.55514701
biodiversity_0845	0.51474595
biodiversity_0846	0.63706147
biodiversity_0847	0.50000300
biodiversity_0849	0.50000253
biodiversity_0851	0.50000312
biodiversity_0853	0.56553940
biodiversity_0854	0.69008783
biodiversity_0856	0.55440336
biodiversity_0859	0.57918987
biodiversity_0861	0.54281010
biodiversity_0862	0.54909824
biodiversity_0863	0.58196806
biodiversity_0867	3.67331709
biodiversity_0870	0.51761291
biodiversity_0871	0.50000253
biodiversity_0872	0.50000276
biodiversity_0874	0.53837809
biodiversity_0875	0.59647252
biodiversity_0876	0.56152320
biodiversity_0877	0.85419738
biodiversity_0878	0.83053743
biodiversity_0879	0.53977310
biodiversity_0880	0.50000288
biodiversity_0881	0.51538307
biodiversity_0882	0.60314511
biodiversity_0884	0.54120524
biodiversity_0885	0.98823429
biodiversity_0886	1.09257280
biodiversity_0887	0.61361837
biodiversity_0890	0.83236372
biodiversity_0892	0.54760596
biodiversity_0893	0.53439531
biodiversity_0894	0.50000276
biodiversity_0895	0.50000253
biodiversity_0897	0.50000253
biodiversity_0898	0.50000253
biodiversity_0900	0.62185528
biodiversity_0901	0.81155548
biodiversity_0903	0.56238238
biodiversity_0904	0.50000313
biodiversity_0905	0.50000257
biodiversity_0907	0.50000292
biodiversity_0909	0.51326869
biodiversity_0911	0.63926343
biodiversity_0914	3.67331709
biodiversity_0915	1.79194577
biodiversity_0916	0.68441533
biodiversity_0917	0.53029261
biodiversity_0920	0.50475332
biodiversity_0921	0.53311679
biodiversity_0923	0.50000365
biodiversity_0924	1.23205898
biodiversity_0925	1.14118985
biodiversity_0926	0.54585947
